G_NUMBER	NAME_ALT2	GENOME_NAME	NAME_ORIGINAL	NAME_ALT1	N_NUMBER	PATIENT_ID	SEQ_MULTIPLE_LIBRARIES	PROVIDER	SEQ_FACILITY	PATH_ORIGINAL_FASTQS	LIBRARY_ID	PE_SE	DATE_SEQ	STATUS	FLAG_WARNING	WARNINGS	FASTQ_PATH	PATH_MAPPING_OUTPUT_V1	STATUS_MAPPING_V1	PATH_MAPPING_OUTPUT_V2	STATUS_MAPPING_V2	ANNEX_FILES	BIOPROJECT	SAMPLE_ACCESSION	RUN_ACCESSION	LINK_SRA	DATE_ISOLATION	COUNTRY_ISOLATION	COUNTRY_PATIENT_BIRTH	LINEAGE	SUBLINEAGE_GAGNEUX	SUBLINEAGE_COLL	GENOME_BASED_SPOLIGO	CONTACT_PERSON	COMMENTS	isolation_date	FQ.IN	NUMBER.READS	READ.TYPE	LNG	COVERAGE.MEAN	COVERAGE.SD	PERCENTAGE.NOT.COVERED	PERCENTAGE.LESS.5	NUMBER.ALL.VARIANTS	HOMO.SNPS	HET.SNPs	HOMO_HET.RATIO	NUMBER.INDELS	MAPPING.PERCENTAGE	DROPPED.TRIMMOMATIC	MEAN.READ.LENGHT	INSERT.SIZE.MEAN	PERCENTAGE.MTB	PERCENTAGE.NTMS	PERCENTAGE.UNCLASSIFIED	MERGING.OVERLAPPING.READS	LINAGE	LINEAGE_PROC	SUBLINEAGE	DR_STRINGENT_OUT	DR_EXTENDED_OUT	CM_OUT	KDV_OUT	PDM_OUT
G702000	ECF-14-N109	G702000	SAMEA110052001	ERX9334108	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786832_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786832_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA110052001	ERR9786832	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9786832/ERR9786832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9786832/ERR9786832_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	09-06-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786832_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786832_2.fastq.gz	4316282	PE	162.4158709	147	36	0.011	0.013	978	874	21	0.02	65	99.54%	0.11%	85	458	99.72	0.11	0.13	0.29%	L4 (3/3)	L4	L4.3.4.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702001	ECF-14-N110	G702001	SAMEA110052002	ERX9334109	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786833_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786833_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA110052002	ERR9786833	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9786833/ERR9786833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9786833/ERR9786833_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	17-06-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786833_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786833_2.fastq.gz	835574	PE	NA	31	9	0.008	0.015	1077	832	87	0.1	98	97.10%	0.55%	220	394	99.71	0.04	0.21	48.56%	L4 (3/3)	L4	L4.1.2.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702002	ECF-14-N122	G702002	SAMEA110013263	ERX9334110	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786834_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786834_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA110013263	ERR9786834	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/004/ERR9786834/ERR9786834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/004/ERR9786834/ERR9786834_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	10-09-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786834_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786834_2.fastq.gz	1466549	PE	NA	83	22	0.013	0.019	2094	860	60	0.07	636	99.07%	0.06%	258	585	99.91	0.03	0.05	51.43%	L4 (3/3)	L4	L4.6.2.2	Susceptible|Susceptible	Susceptible|Susceptible	0	0	4
G702003	ECF-14-P113	G702003	SAMEA110024205	ERX9334111	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786835_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786835_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA110024205	ERR9786835	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/005/ERR9786835/ERR9786835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/005/ERR9786835/ERR9786835_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	22-04-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786835_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786835_2.fastq.gz	461074	PE	NA	33	10	0.005	0.014	1136	842	105	0.12	130	99.36%	0.16%	253	743	99.83	0.04	0.05	29.08%	L4 (3/3)	L4	L4.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702004	ECF-14-P115	G702004	SAMEA110037108	ERX9334112	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786836_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786836_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA110037108	ERR9786836	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9786836/ERR9786836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9786836/ERR9786836_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	13-05-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786836_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786836_2.fastq.gz	763785	PE	NA	47	12	0.006	0.013	1115	814	84	0.1	102	99.22%	0.22%	253	699	99.83	0.05	0.07	47.27%	L4 (3/3)	L4	L4.1.2.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702005	ECF-14-P116	G702005	SAMEA110024206	ERX9334113	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786837_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786837_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA110024206	ERR9786837	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/007/ERR9786837/ERR9786837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/007/ERR9786837/ERR9786837_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	16-05-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786837_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786837_2.fastq.gz	792634	PE	NA	48	17	0.007	0.015	1028	816	57	0.07	110	99.11%	0.29%	253	763	99.83	0.05	0.06	34.87%	L4 (3/3)	L4	L4.1.2.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702006	ECF-14-P118	G702006	SAMEA110013264	ERX9334114	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786838_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786838_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA110013264	ERR9786838	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/008/ERR9786838/ERR9786838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/008/ERR9786838/ERR9786838_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	29-05-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786838_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786838_2.fastq.gz	683112	PE	NA	26	7	0.005	0.014	1163	822	151	0.18	121	97.04%	0.59%	220	413	99.73	0.03	0.22	42.54%	L4 (3/3)	L4	L4.1.2.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702007	ECF-14-P120	G702007	SAMEA110037109	ERX9334115	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786839_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786839_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA110037109	ERR9786839	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/009/ERR9786839/ERR9786839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/009/ERR9786839/ERR9786839_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	17-06-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786839_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786839_2.fastq.gz	1301525	PE	NA	79	26	0.012	0.016	1513	862	47	0.05	238	92.71%	0.13%	253	777	93.57	0.08	1.03	37.71%	L4 (3/3)	L4	L4.6.2.2	Susceptible|Susceptible	Susceptible|Susceptible	0	0	1
G702008	ECF-14-P121	G702008	SAMEA110031523	ERX9334116	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786840_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786840_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA110031523	ERR9786840	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/000/ERR9786840/ERR9786840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/000/ERR9786840/ERR9786840_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	17-06-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786840_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786840_2.fastq.gz	2676824	PE	NA	84	21	0.006	0.009	1661	837	41	0.05	391	97.01%	0.39%	220	418	99.81	0.03	0.15	49.41%	L4 (3/3)	L4	L4.7	Susceptible|Susceptible	MDR|MDR	0	0	4
G702009	ECF-14-P129	G702009	SAMEA110013265	ERX9334117	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786841_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786841_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA110013265	ERR9786841	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/001/ERR9786841/ERR9786841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/001/ERR9786841/ERR9786841_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	18-08-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786841_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786841_2.fastq.gz	567427	PE	NA	31	11	0.014	0.024	1045	876	46	0.05	95	99.11%	0.28%	253	793	99.49	0.07	0.25	49.37%	L4 (3/3)	L4	L4.3.4.2	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702010	ECF-14-P132	G702010	SAMEA110040894	ERX9334118	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786842_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786842_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA110040894	ERR9786842	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9786842/ERR9786842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9786842/ERR9786842_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	08-10-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786842_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786842_2.fastq.gz	699327	PE	NA	40	14	0.008	0.019	1083	817	82	0.1	110	98.91%	0.48%	253	721	99.79	0.07	0.1	34.89%	L4 (3/3)	L4	L4.1.2.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702011	ECF-14-P133	G702011	SAMEA110052003	ERX9334119	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786843_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786843_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA110052003	ERR9786843	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9786843/ERR9786843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9786843/ERR9786843_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	08-10-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786843_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786843_2.fastq.gz	1502045	PE	NA	36	10	0.008	0.015	22167	803	11042	13.75	2124	54.18%	0.09%	253	627	34.79	40.71	22.59	46.75%	L4 (3/3)	L4	L4.1.2.1	Susceptible|Susceptible	pre-XDR-SLI|MDR	0	0	68
G702012	ECF-14-Q108	G702012	SAMEA110013266	ERX9334120	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786844_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786844_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA110013266	ERR9786844	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/004/ERR9786844/ERR9786844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/004/ERR9786844/ERR9786844_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	22-01-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786844_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786844_2.fastq.gz	1692187	PE	NA	59	16	0.013	0.019	1051	879	35	0.04	94	50.72%	0.17%	253	621	53.52	0.03	1.78	50.06%	L4 (3/3)	L4	L4.3.4.2	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702013	ECF-14-Q120	G702013	SAMEA110037110	ERX9334121	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786845_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786845_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA110037110	ERR9786845	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/005/ERR9786845/ERR9786845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/005/ERR9786845/ERR9786845_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	13-03-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786845_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786845_2.fastq.gz	299258	PE	NA	14	5	0.01	0.036	1055	734	189	0.26	107	98.68%	0.39%	239	454	99.75	0.04	0.19	36.30%	L4 (3/3)	L4	L4.1.2.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702014	ECF-14-Q122	G702014	SAMEA110031524	ERX9334122	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786846_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786846_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA110031524	ERR9786846	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9786846/ERR9786846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9786846/ERR9786846_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	24-03-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786846_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786846_2.fastq.gz	1339532	PE	NA	85	22	0.003	0.007	1232	877	42	0.05	114	99.50%	0.10%	253	638	99.88	0.06	0.04	46.87%	L4 (3/3)	L4	L4.8	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702016	ECF-14-Q132	G702016	SAMEA110037111	ERX9334124	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786848_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786848_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA110037111	ERR9786848	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/008/ERR9786848/ERR9786848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/008/ERR9786848/ERR9786848_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	19-05-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786848_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786848_2.fastq.gz	1769360	PE	NA	99	26	0.005	0.011	1491	844	53	0.06	343	99.08%	0.05%	254	547	99.93	0.03	0.03	35.14%	L4 (3/3)	L4	L4.3.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	5
G702018	ECF-14-Q141	G702018	SAMEA110013267	ERX9334126	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786850_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786850_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA110013267	ERR9786850	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/000/ERR9786850/ERR9786850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/000/ERR9786850/ERR9786850_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	08-07-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786850_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786850_2.fastq.gz	1332744	PE	NA	47	12	0.005	0.01	1471	820	100	0.12	220	96.91%	0.52%	220	421	99.75	0.04	0.19	44.95%	L4 (3/3)	L4	L4.1.2.1	Susceptible|Susceptible	RIF-Mono|RIF-Mono	0	0	2
G702019	ECF-14-Q142	G702019	SAMEA110046457	ERX9334127	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786851_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786851_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA110046457	ERR9786851	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/001/ERR9786851/ERR9786851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/001/ERR9786851/ERR9786851_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	17-07-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786851_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786851_2.fastq.gz	1224305	PE	NA	72	20	0.01	0.018	2141	856	56	0.07	729	99.26%	0.09%	258	583	99.88	0.03	0.08	33.26%	L4 (3/3)	L4	L4.4.1.2	Susceptible|Susceptible	MDR|MDR	0	0	7
G702020	ECF-14-Q144	G702020	SAMEA110040895	ERX9334128	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786852_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786852_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA110040895	ERR9786852	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9786852/ERR9786852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9786852/ERR9786852_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	23-07-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786852_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786852_2.fastq.gz	1038965	PE	NA	61	17	0.002	0.011	1860	796	133	0.17	236	98.89%	0.40%	253	684	99.79	0.05	0.1	34.63%	L4 (3/3)	L4	L4.1.2.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	1
G702021	ECF-14-Q148	G702021	SAMEA110046458	ERX9334129	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786853_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786853_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA110046458	ERR9786853	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9786853/ERR9786853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9786853/ERR9786853_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	05-08-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786853_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786853_2.fastq.gz	1083481	PE	NA	64	19	0.013	0.023	1839	825	92	0.11	504	98.96%	0.09%	256	583	99.88	0.03	0.08	30.99%	L4 (3/3)	L4	L4.1.2	Susceptible|Susceptible	MDR|MDR	0	0	9
G702023	ECF-14-Q154	G702023	SAMEA110024207	ERX9334131	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786855_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786855_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA110024207	ERR9786855	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/005/ERR9786855/ERR9786855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/005/ERR9786855/ERR9786855_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	17-09-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786855_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786855_2.fastq.gz	1694845	PE	NA	71	19	0.013	0.022	1386	836	69	0.08	246	98.65%	0.18%	258	499	99.87	0.03	0.08	61.36%	L4 (3/3)	L4	L4.1.2.1	Susceptible|Susceptible	RIF-Mono|RIF-Mono	0	0	5
